title,director,cast,country,genre,overview,year,source,combined_text,is_indian
Click,Frank Coraci,"Adam Sandler, Kate Beckinsale, Christopher Walken, David Hasselhoff, Henry Winkler, Julie Kavner, Sean Astin, Joseph Castanon, Jonah Hill, Jake Hoffman, Jennifer Coolidge",United States,"Comedies, Sci-Fi & Fantasy",Overworked Michael Newman stumbles on a universal remote control that gives him the power to pause or fast-forward through scenes in his life.,2006.0,Netflix,"Click Frank Coraci Adam Sandler, Kate Beckinsale, Christopher Walken, David Hasselhoff, Henry Winkler, Julie Kavner, Sean Astin, Joseph Castanon, Jonah Hill, Jake Hoffman, Jennifer Coolidge Comedies, Sci-Fi & Fantasy Overworked Michael Newman stumbles on a universal remote control that gives him the power to pause or fast-forward through scenes in his life.",False
Clive Davis: The Soundtrack of Our Lives,Chris Perkel,Clive Davis,United States,"Documentaries, Music & Musicals",This music-driven documentary charts Clive Davis' 50-year career as one of the world's most influential record moguls.,2017.0,Netflix,"Clive Davis: The Soundtrack of Our Lives Chris Perkel Clive Davis Documentaries, Music & Musicals This music-driven documentary charts Clive Davis' 50-year career as one of the world's most influential record moguls.",False
Closed Circuit,John Crowley,"Eric Bana, Rebecca Hall, Ciarán Hinds, Riz Ahmed, Anne-Marie Duff, Kenneth Cranham, Julia Stiles, Jim Broadbent, Denis Moschitto, Barbora Bobulova, Jemma Powell","United Kingdom, United States","Dramas, Thrillers","Martin and Claudia, top-flight lawyers who happen to be former lovers, become targets when they're teamed up to defend a notorious terrorist.",2013.0,Netflix,"Closed Circuit John Crowley Eric Bana, Rebecca Hall, Ciarán Hinds, Riz Ahmed, Anne-Marie Duff, Kenneth Cranham, Julia Stiles, Jim Broadbent, Denis Moschitto, Barbora Bobulova, Jemma Powell Dramas, Thrillers Martin and Claudia, top-flight lawyers who happen to be former lovers, become targets when they're teamed up to defend a notorious terrorist.",False
Cloud Atlas,"Lilly Wachowski, Lana Wachowski, Tom Tykwer","Tom Hanks, Halle Berry, Jim Broadbent, Hugo Weaving, Jim Sturgess, Doona Bae, Ben Whishaw, Keith David, James D'Arcy, Zhou Xun","Germany, United States, Hong Kong, Singapore","Action & Adventure, Cult Movies, Dramas","In this star-studded drama, six seemingly disparate stories explore the complicated links that humanity shares through the generations.",2012.0,Netflix,"Cloud Atlas Lilly Wachowski, Lana Wachowski, Tom Tykwer Tom Hanks, Halle Berry, Jim Broadbent, Hugo Weaving, Jim Sturgess, Doona Bae, Ben Whishaw, Keith David, James D'Arcy, Zhou Xun Action & Adventure, Cult Movies, Dramas In this star-studded drama, six seemingly disparate stories explore the complicated links that humanity shares through the generations.",False
Clouds of Sils Maria,Olivier Assayas,"Juliette Binoche, Kristen Stewart, Chloë Grace Moretz, Lars Eidinger, Johnny Flynn, Angela Winkler, Hanns Zischler, Brady Corbet","France, Germany, Switzerland","Dramas, International Movies","A middle-aged actress is cast in a film adaptation of the play that made her famous 20 years earlier, but in a much less glamorous role.",2014.0,Netflix,"Clouds of Sils Maria Olivier Assayas Juliette Binoche, Kristen Stewart, Chloë Grace Moretz, Lars Eidinger, Johnny Flynn, Angela Winkler, Hanns Zischler, Brady Corbet Dramas, International Movies A middle-aged actress is cast in a film adaptation of the play that made her famous 20 years earlier, but in a much less glamorous role.",False
Cloverfield,Matt Reeves,"Lizzy Caplan, Jessica Lucas, T.J. Miller, Michael Stahl-David, Mike Vogel, Odette Annable, Anjul Nigam, Margot Farley, Theo Rossi, Brian Klugman",United States,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",A going-away party in Manhattan is interrupted when a mysterious monster of epic proportions launches an attack on New York City.,2008.0,Netflix,"Cloverfield Matt Reeves Lizzy Caplan, Jessica Lucas, T.J. Miller, Michael Stahl-David, Mike Vogel, Odette Annable, Anjul Nigam, Margot Farley, Theo Rossi, Brian Klugman Action & Adventure, Horror Movies, Sci-Fi & Fantasy A going-away party in Manhattan is interrupted when a mysterious monster of epic proportions launches an attack on New York City.",False
Coach Carter,Thomas Carter,"Samuel L. Jackson, Rob Brown, Robert Ri'chard, Rick Gonzalez, Nana Gbewonyo, Antwon Tanner, Channing Tatum, Ashanti, Texas Battle, Denise Dowse, Debbi Morgan","United States, Germany","Dramas, Sports Movies",Controversial basketball coach Ken Carter puts school before sports and benches his undefeated high school team for poor academic performance.,2005.0,Netflix,"Coach Carter Thomas Carter Samuel L. Jackson, Rob Brown, Robert Ri'chard, Rick Gonzalez, Nana Gbewonyo, Antwon Tanner, Channing Tatum, Ashanti, Texas Battle, Denise Dowse, Debbi Morgan Dramas, Sports Movies Controversial basketball coach Ken Carter puts school before sports and benches his undefeated high school team for poor academic performance.",False
Code Name: The Cleaner,Les Mayfield,"Cedric the Entertainer, Lucy Liu, Nicollette Sheridan, Mark Dacascos, Callum Keith Rennie, DeRay Davis, Niecy Nash, Will Patton",United States,"Action & Adventure, Comedies",A mild-mannered janitor duped into believing he's an undercover agent stumbles into an international arms ring plot involving the CIA and the FBI.,2007.0,Netflix,"Code Name: The Cleaner Les Mayfield Cedric the Entertainer, Lucy Liu, Nicollette Sheridan, Mark Dacascos, Callum Keith Rennie, DeRay Davis, Niecy Nash, Will Patton Action & Adventure, Comedies A mild-mannered janitor duped into believing he's an undercover agent stumbles into an international arms ring plot involving the CIA and the FBI.",False
Coffee with D,Vishal Mishra,"Sunil Grover, Zakir Hussain, Anjana Sukhani, Dipannita Sharma, Pankaj Tripathi, Rajesh Sharma, Vinod Ramani, Guru Singh",India,"Comedies, Independent Movies, International Movies",Low TV ratings drive a well-known journalist to concoct a plan to interview a notorious underworld figure who is also a suspected terrorist.,2017.0,Netflix,"Coffee with D Vishal Mishra Sunil Grover, Zakir Hussain, Anjana Sukhani, Dipannita Sharma, Pankaj Tripathi, Rajesh Sharma, Vinod Ramani, Guru Singh Comedies, Independent Movies, International Movies Low TV ratings drive a well-known journalist to concoct a plan to interview a notorious underworld figure who is also a suspected terrorist.",True
Colkatay Columbus,Saurav Palodhi,"Mir Afsar Ali, Gaurav Chakrabarty, Tanusree Chakraborty, Anirban Bhattacharya, Ritabhari Chakraborty, Suchandra Vaaniya, Arijit Dutt",India,"Comedies, Dramas, Independent Movies","When Christopher Columbus mysteriously appears in modern-day Kolkata, India, two struggling young men look to him for advice on achieving success.",2016.0,Netflix,"Colkatay Columbus Saurav Palodhi Mir Afsar Ali, Gaurav Chakrabarty, Tanusree Chakraborty, Anirban Bhattacharya, Ritabhari Chakraborty, Suchandra Vaaniya, Arijit Dutt Comedies, Dramas, Independent Movies When Christopher Columbus mysteriously appears in modern-day Kolkata, India, two struggling young men look to him for advice on achieving success.",True
Colonia,Florian Gallenberger,"Emma Watson, Daniel Brühl, Michael Nyqvist, Richenda Carey, Vicky Krieps, Jeanne Werner, Julian Ovenden, August Zirner, Martin Wuttke, Stefan Merki","Germany, France, Luxembourg, United Kingdom, United States","Dramas, Independent Movies, International Movies","When her boyfriend is caught up in a Chilean coup, a young woman tries to free him from a prison camp posing as a commune by joining it voluntarily.",2015.0,Netflix,"Colonia Florian Gallenberger Emma Watson, Daniel Brühl, Michael Nyqvist, Richenda Carey, Vicky Krieps, Jeanne Werner, Julian Ovenden, August Zirner, Martin Wuttke, Stefan Merki Dramas, Independent Movies, International Movies When her boyfriend is caught up in a Chilean coup, a young woman tries to free him from a prison camp posing as a commune by joining it voluntarily.",False
Colours of Passion,Ketan Mehta,"Randeep Hooda, Nandana Sen, Jim Boeven, Paresh Rawal, Tom Alter, Vikram Gokhale, Vipin Sharma, Gaurav Dwivedi",India,"Dramas, International Movies","Seeking inspiration, a young 19th-century painter finds a woman who is his love, his muse and his willing subject, but his work becomes controversial.",2008.0,Netflix,"Colours of Passion Ketan Mehta Randeep Hooda, Nandana Sen, Jim Boeven, Paresh Rawal, Tom Alter, Vikram Gokhale, Vipin Sharma, Gaurav Dwivedi Dramas, International Movies Seeking inspiration, a young 19th-century painter finds a woman who is his love, his muse and his willing subject, but his work becomes controversial.",True
Come and Find Me,Zack Whedon,"Aaron Paul, Annabelle Wallis, Garret Dillahunt, Chris Chalk, Zachary Knighton, Enver Gjokaj, Michael Kopsa, Terry Chen","Canada, United States, United Kingdom","Dramas, Thrillers","When his photographer girlfriend vanishes, an L.A. graphic designer starts his own investigation and uncovers a web of deceit, crime and corruption.",2016.0,Netflix,"Come and Find Me Zack Whedon Aaron Paul, Annabelle Wallis, Garret Dillahunt, Chris Chalk, Zachary Knighton, Enver Gjokaj, Michael Kopsa, Terry Chen Dramas, Thrillers When his photographer girlfriend vanishes, an L.A. graphic designer starts his own investigation and uncovers a web of deceit, crime and corruption.",False
Command and Control,Robert Kenner,,United States,Documentaries,"Chronicling a 1980 Titan II missile accident, this sobering documentary weighs the balance of power and safety involving weapons of mass destruction.",2017.0,Netflix,"Command and Control Robert Kenner  Documentaries Chronicling a 1980 Titan II missile accident, this sobering documentary weighs the balance of power and safety involving weapons of mass destruction.",False
Company,Ram Gopal Varma,"Ajay Devgn, Vivek Oberoi, Mohanlal, Manisha Koirala, Seema Biswas, Antara Mali, Akash Khurana, Madan Joshi, Vijay Raaz, Rajpal Yadav",India,"Action & Adventure, Dramas, International Movies","Following a misunderstanding, a gangster and his boss part ways and become bitter enemies – with devastating consequences.",2002.0,Netflix,"Company Ram Gopal Varma Ajay Devgn, Vivek Oberoi, Mohanlal, Manisha Koirala, Seema Biswas, Antara Mali, Akash Khurana, Madan Joshi, Vijay Raaz, Rajpal Yadav Action & Adventure, Dramas, International Movies Following a misunderstanding, a gangster and his boss part ways and become bitter enemies – with devastating consequences.",True
Compulsion,Craig Goodwill,"Analeigh Tipton, Jakob Cedergren, Marta Gastini, Jan Bijvoet, Anita Kravos, Valentin Merlet","United Kingdom, Canada, Italy","Dramas, Thrillers","Lured to a majestic, remote villa by an old lover, an erotic novelist finds herself falling for a mysterious woman and descending into a moral abyss.",2016.0,Netflix,"Compulsion Craig Goodwill Analeigh Tipton, Jakob Cedergren, Marta Gastini, Jan Bijvoet, Anita Kravos, Valentin Merlet Dramas, Thrillers Lured to a majestic, remote villa by an old lover, an erotic novelist finds herself falling for a mysterious woman and descending into a moral abyss.",False
Concrete Football,"Jesse Adang, Syrine Boulanouar",,"Czech Republic, France","Documentaries, International Movies, Sports Movies","The development of professional soccer worldwide owes a great debt to the soccer – or ""football"" – that is played on the streets of France.",2016.0,Netflix,"Concrete Football Jesse Adang, Syrine Boulanouar  Documentaries, International Movies, Sports Movies The development of professional soccer worldwide owes a great debt to the soccer – or ""football"" – that is played on the streets of France.",False
Concussion,Stacie Passon,"Robin Weigert, Maggie Siff, Johnathan Tchaikovsky, Ben Shenkman, Janel Moloney, Emily Kinney",United States,"Dramas, Independent Movies, LGBTQ Movies","A lesbian housewife, feeling trapped in a stale marriage, begins visiting female prostitutes and soon seeks excitement by becoming a sex worker.",2013.0,Netflix,"Concussion Stacie Passon Robin Weigert, Maggie Siff, Johnathan Tchaikovsky, Ben Shenkman, Janel Moloney, Emily Kinney Dramas, Independent Movies, LGBTQ Movies A lesbian housewife, feeling trapped in a stale marriage, begins visiting female prostitutes and soon seeks excitement by becoming a sex worker.",False
Conjuring Spirit,Van M. Pham,"Phuong Mai, Quang Su, Hoang Phuc Nguyen, Chi Pu, Tien Pham, Hoai An",Vietnam,"Horror Movies, International Movies, Thrillers","In the wake of her husband's betrayal, a novelist and mother moves to an old building, where she receives a music box and encounters a strange spirit.",2014.0,Netflix,"Conjuring Spirit Van M. Pham Phuong Mai, Quang Su, Hoang Phuc Nguyen, Chi Pu, Tien Pham, Hoai An Horror Movies, International Movies, Thrillers In the wake of her husband's betrayal, a novelist and mother moves to an old building, where she receives a music box and encounters a strange spirit.",False
Conor McGregor: Notorious,Gavin Fitzgerald,Conor McGregor,Ireland,"Documentaries, Sports Movies","From making ends meet to lavish rides and fur coats, the Irish MMA champion grants an all-access pass to the highs – and lows – of his ascent.",2017.0,Netflix,"Conor McGregor: Notorious Gavin Fitzgerald Conor McGregor Documentaries, Sports Movies From making ends meet to lavish rides and fur coats, the Irish MMA champion grants an all-access pass to the highs – and lows – of his ascent.",False
Contract,Ram Gopal Varma,"Adhvik Mahajan, Prasad Purandhare, Sakshi Gulati, Zakir Hussain, Amruta Subhash, Kishore Kadam, Sumeet Nijhawan, Upyendra Limaye",India,"Action & Adventure, Dramas, Independent Movies","Following the death of his wife and daughter in a terrorist attack, an ex-Indian army commando agrees to infiltrate a terrorist cell.",2008.0,Netflix,"Contract Ram Gopal Varma Adhvik Mahajan, Prasad Purandhare, Sakshi Gulati, Zakir Hussain, Amruta Subhash, Kishore Kadam, Sumeet Nijhawan, Upyendra Limaye Action & Adventure, Dramas, Independent Movies Following the death of his wife and daughter in a terrorist attack, an ex-Indian army commando agrees to infiltrate a terrorist cell.",True
Convict,Abdul Aziz Hashad,"Bassem Samra, Ahmad Wafiq, Ahmed Azmy, Dina Fouad, Mohamed Sharaf, Ahmed Rateb, Maha Sabry, Diaa El Merghany, Inas Ezz El Din, Said Tarabeek",,"Dramas, International Movies","Sentenced to death for committing rape, a convict navigates his final trying days alongside his allies and enemies in prison.",2014.0,Netflix,"Convict Abdul Aziz Hashad Bassem Samra, Ahmad Wafiq, Ahmed Azmy, Dina Fouad, Mohamed Sharaf, Ahmed Rateb, Maha Sabry, Diaa El Merghany, Inas Ezz El Din, Said Tarabeek Dramas, International Movies Sentenced to death for committing rape, a convict navigates his final trying days alongside his allies and enemies in prison.",False
Cool Hand Luke,Stuart Rosenberg,"Paul Newman, George Kennedy, J.D. Cannon, Lou Antonio, Robert Drivas, Strother Martin, Jo Van Fleet, Harry Dean Stanton, Dennis Hopper, Joe Don Baker, James Gammon, Wayne Rogers",United States,"Classic Movies, Dramas","Luke Jackson likes to do things his own way, which leads to a world of hurt when he ends up in a prison camp – and on the wrong side of its warden.",1967.0,Netflix,"Cool Hand Luke Stuart Rosenberg Paul Newman, George Kennedy, J.D. Cannon, Lou Antonio, Robert Drivas, Strother Martin, Jo Van Fleet, Harry Dean Stanton, Dennis Hopper, Joe Don Baker, James Gammon, Wayne Rogers Classic Movies, Dramas Luke Jackson likes to do things his own way, which leads to a world of hurt when he ends up in a prison camp – and on the wrong side of its warden.",False
Cop and a Half: New Recruit,Jon Rosenbaum,"Lou Diamond Phillips, Lulu Wilson, Giles Panton, Janet Kidder, Michael Coleman, Wallace Shawn, Gina Holden, Jordyn Ashley Olson, Vincent Tong, Reese Alexander",Canada,"Children & Family Movies, Comedies",A world-weary detective is forced to team up with a 12-year-old who thinks she's a cop in order to solve a case that's baffled police.,2017.0,Netflix,"Cop and a Half: New Recruit Jon Rosenbaum Lou Diamond Phillips, Lulu Wilson, Giles Panton, Janet Kidder, Michael Coleman, Wallace Shawn, Gina Holden, Jordyn Ashley Olson, Vincent Tong, Reese Alexander Children & Family Movies, Comedies A world-weary detective is forced to team up with a 12-year-old who thinks she's a cop in order to solve a case that's baffled police.",False
